timestamp,title,excerpt
18 February 2022,Washington Post overstates prevalence of long Covid,The Washington Post claimed at least 50% of people who survive Covid-19 have debilitating health issues in the months afterwards. Official estimates are far lower. Read more…
18 February 2022,US defence data showing rise in diseases in 2021 was produced in error,The data has been cited by some to suggest Covid-19 vaccines are behind what are unrealistically  large rises in the incidence of various diseases in the US military. Read more…
17 February 2022,Pfizer’s Covid-19 vaccine does not cause birth defects,"Participants in the original vaccine trial were required not to have unprotected sex for 28 days after their second dose, but this is just a standard precaution in new drug trials. Read more…"
16 February 2022,Warning that vigorous duvet-shaking can raise risk of heart attack is fake,"A screenshot circulating on social media looks like an ITV News article, but isn’t genuine. Read more…"
16 February 2022,Potential Covid-19 vaccine which used HIV protein was never rolled out,"Claims there is HIV in Covid-19 vaccines is false, and refers to a vaccine abandoned at the trial stage which did use a small piece of protein from HIV. Read more…"
16 February 2022,Covid-19 vaccines don’t cause immunodeficiency syndrome,Claims that vaccines are harming immune systems is based on flawed analysis comparing Covid-19 case rates between vaccinated and unvaccinated people. Read more…
16 February 2022,‘BBC article’ claiming shallow breathing increases risk of heart attack is fake,"Some social media users are sharing news stories, both real and fake, about possible risk factors for heart attacks to make incorrect claims about the risks of Covid-19 vaccines. Read more…"
15 February 2022,Bill Gates didn’t say all Covid-19 vaccines should be withdrawn,A Facebook post falsely claims the Microsoft founder wanted all Covid vaccines removed from use Read more…
14 February 2022,US data doesn’t prove increase in cancer following vaccine rollout,The blog post making these claims is based on false US military data. Read more…
14 February 2022,The government hasn’t admitted Covid-19 vaccines damage your natural immune system,This seems to be based on misinterpretations of government reports. Read more…
11 February 2022,Germ theory is not ‘a lie’,"The idea that microscopic organisms cause many diseases, which humans often pass on to one another, is an established scientific fact. Read more…"
10 February 2022,No link between Covid-19 vaccines and new HIV strain,"A newly discovered variant of HIV, thought to have first arisen around 30 years ago, is being falsely linked to Covid-19 vaccinations. Read more…"
9 February 2022,NHS video overstates the risk of Covid-19 to children,A doctor in the video said that one in 100 children with Covid-19 get sick enough to go to hospital. The real risk is probably a fraction of that. Read more…
8 February 2022,False US military health data misrepresented as NHS figures,A post on Instagram claims that infertility and neurological conditions have increased by more than 400%. Read more…
7 February 2022,Jacob Rees-Mogg wrong to suggest morning after pill is ‘abortifacient’,Jacob Rees-Mogg appeared to refer to the morning after pill as an ‘abortifacient’ in parliament. That’s not what it is. Read more…
4 February 2022,GP’s article overstates the number of Covid-19 deaths in children,"An estimate of at least 133 deaths includes 18- and 19-year-olds, and some which may have had a different underlying cause. Read more…"
4 February 2022,Vaccinated Brits won’t have AIDS by the end of February 2022,An article posted on Facebook makes baseless claims that vaccines cause AIDS and will lead to a huge number of deaths in children. Read more…
3 February 2022,Higher number of reported Covid-19 deaths down to backlog,The unusually high number came from a backlog in the death reporting system. The average number of daily Covid-19 deaths is currently around 243 and falling. Read more…
2 February 2022,Michael Gove incorrect to say 97% of PPE procured 'fit-for-purpose',"Michael Gove claimed 97% of PPE procured was fit-for-purpose and on the front line. In actual fact, while it may have been usable by someone, not all of it was on the front line. Read more…"
2 February 2022,A surgeon made several incorrect claims about Covid-19 vaccine on GB News,Ahmad Malik has misused various different sources to falsely suggest that the vaccines are dangerous. Read more…
31 January 2022,What did Boris Johnson tell MPs about the alleged 13 November Downing Street party?,The release of Sue Gray’s report has led to a renewed focus on comments made by the PM in December. Read more…
31 January 2022,Video filmed at police station is filled with Covid-19 vaccine misinformation,A video shared on Facebook of police speaking to vaccine sceptics is littered with unfounded claims about a non-existent investigation into Covid vaccinations. Read more…
31 January 2022,Claims Covid-19 vaccines have led to five times more deaths than other vaccines are based on false assumptions,It has been misleadingly claimed that the UK has recorded five times more deaths ‘due to’ the Covid-19 vaccines than all other vaccines over the past five years. Read more…
31 January 2022,Facebook video on unvaccinated people makes incorrect claims about DNA,The clip claims that Covid-19 vaccines can alter a person’s DNA. Read more…
31 January 2022,"Alex Belfield is wrong to say that only 17,500 people died of Covid-19","More than 140,000 people have died of Covid-19 in England and Wales so far. Read more…"
28 January 2022,Covid-19 vaccines don’t make you a ‘ticking time bomb’,"There is no evidence that they cause cancer. In very rare cases, there is a link to blood clots, but the benefits of vaccination generally far outweigh the risks. Read more…"
